典拠	東島通商語	日本語直訳	和訳	英訳		
我々の遊戯	aucleti lata letit 3leti pijume. pijume e kile jo pac leti poto pi celene tude jo lucucleti poto. pijume letit dec pi kaleti dec e panleti jo lata leti dec. aucleti lata letit jo kin leti bepale e tudeleti 5leti zo. pi kaleti dec e panleti jo lata leti dec. jo pac it belpic leti nole amolit pijume jo pac leti poto pi amolit 1leti zo jo pac leti poto leti kin leti bepale leti 20leti poto pi panleti pijume leti inimoc leti kin leti bepale leti 5leti poto pi amolit etleti zo cet jo kin leti bepale leti 0leti poto.		各プレーヤーはスタート地点からゴール地点にかけて移動する船駒 3 つ(それぞれのプレーヤーの駒は色によって区別され、プレーヤーの駒3つは記号などによって区別される)、点数トラックを移動するプレーヤー色と同じ色の駒を 5 つ持つ。ゲーム開始時には船駒をスタート地点、スタート地点の点数トラックの 20 の位置に駒を 1 つ、船駒 1 つの資源トラックの 5 の位置に駒を1 つ、点数トラックの 0 の位置にそれ以外の駒を配置する。			
我々の遊戯	🖼️		🖼️			
我々の遊戯	belpic leti cela		ゲームの構造			
我々の遊戯	jo kaleti belpic cetleti dije mol.		このゲームは複数の手番によって成り立っている。			
我々の遊戯	jo dije lata doktit xije pi it pankaleti cul.		手番において、プレーヤーは投げ棒を投げ、アクションを行う。			
我々の遊戯	mak-mak it ka pi jo lucucleti poto jo pac penxeit 2?leti inimoc leti lata jo auc e molka.		これを繰り返し、先にゴール地点に 20 資源を運んだプレーヤーの勝利となる。			
我々の遊戯	dije leti pulac		手番の概要			
我々の遊戯	jo dije lata doktit xiju pi xelit cileti kin pi it launza leti panleti.		手番において、プレーヤーは投げ棒を投げ、その数を確認した上で、以下のどれか１つを行う。			
我々の遊戯	jo atakecit leti, "amolit inimoc jo panleti poto" e "atakecit cileti inimoc leti kin jo pankaleti bepale leti julo". "nipit panleti leti poto leti inimoc" e "nuwatakecit cileti inimoc leti kin jo pankaleti bepale leti julo".		なお、「ある場所に資源を載せる」「ある場所の資源を捨てる」というのはそれぞれ対応する点数トラックにその数を加える、または減らすという意味である。			
我々の遊戯	- tudeleti    nipit xiju leti kin leti inimoc pi tudeit pijume leti zo jo xiju leti kin leti nutok.		- 移動:投げ棒の数資源を捨てて船駒一つを投げ棒のマス数分移動する。			
我々の遊戯	- lauzait pijume leti cul    nipit jo pac leti poto leti 5leti inimoc pi jo pac leti poto leti inimoc molip pijume amolit 5leti inimoc.		- 造船: スタート地点の 5 資源を捨てスタート地点にある 0 資源の船に 5 資源を載せる			
我々の遊戯	- xactije    amolit leti xiju leti kin leti inimoc jo panleti pijume.		- 補給:[投げ棒の数]の資源をいずれかの船に載せる			
我々の遊戯	- tuwalenija    tectelit 1leti coleti pijume pi tectelit etleti jo nuwaxecleti nutok mol 1leti pijume. letit kije nuwatakecit 1leti jo xiju leti kin leti inimoc jo cileti pijume. (amolit kaleti inimoc jo coleti pijume)		- 略奪:同じマスの船から[投げ棒の数-1]資源を獲得(その船に載せる)			
我々の遊戯	- dokit pijume leti    cul tudeit coleti 1leti pijume jo pac leti poto pi amolit cileti pijume letit leti inimoc jo pac leti poto.		- 召集:船をスタートに戻し、スタート地点にそれに載っている資源を載せる。			
我々の遊戯	- jo tude jo lucucleti poto leti nole		- ゴール地点に到達した際			
我々の遊戯	jo pijume tude jo lucucleti poto leti nole deliju nip-nole atakecit ci letit leti aucleti inimoc jo lucucleti poto.		ゴール地点に到達した船がある場合、その船に載っている全ての資源を直ちにゴール資源に追加する。			
我々の遊戯	cileti pijume mol jo lucucleti poto.		その船はゴール地点にとどまる。			
我々の遊戯	e ci dokit pijume pi tudeit ci jo pac leti poto.		その船は荷下ろしアクションを使うまでスタート地点に戻らない。			
我々の遊戯	- nip letit inimoc leti pijume		- 資源0の船			
我々の遊戯	pijume leti inimoc e tude jo 0leti pi kaleti pijume nip-nole e tude jo pac leti poto.		資源が 0 になった船は直ちにスタート地点に戻る。			
我々の遊戯	- nip it dije		- パス			
我々の遊戯	xiju e 0leti pi lata deliju nip it dije. inimoc molip jo pac it leti poto pi lata deliju nip it dije.		投げ棒で０が出た場合、あるいはスタート地点に資源がない場合、手番はパスとなる。			
我々の遊戯	mak-mak it ka. panleti lata tudeit 2?leti inimoc jo lucucleti poto pi belpic e lucuc jo cileti cai.		以上の手番を繰り返し、20 資源をゴール地点に移動させたプレーヤーがいるとき、ゲームはそのラウンドで終了する。			
我々の遊戯	jo kaleti nole, jo lucucleti poto tudeit xep kin leti inimoc jo auc leti lata e molka.		この時、最も多くの資源をゴール地点に運んだプレーヤーの勝利となる。			
我々の遊戯	我々之遊術 (言将言)		我々の遊戯（日本語）			
我々の遊戯	jo lewa 五星九月 一位圧		令和 5 年 9 月 初版			
我々の遊戯	jo lewa 五星十一月 二位圧		令和 5 年 11 月 第２版			
我々の遊戯	ail mo leti cep kanteit ka pi		アイル共和国文化省 著			
我々の遊戯	nippon cetkaik leti lata cet waxecit ka jo nippon lukup		日本机戦連盟 訳			
我々の遊戯	papcil mol pi nippon lata delu xelit tecnok pi ail lata lukupit jo mo leti cep		問題があれば、日本の人は右（に記された連絡先）を見るべし。アイルの人は文化省に伝えよう			
2023年5月ゲムマ収録漏れ資料	jo polapobo leti 1leti tencumital lauzait		ポラポボ１刑務所にて製作			
2023年5月ゲムマ収録漏れ資料	MALUCTINO		粘着テープ			
2023年5月ゲムマ収録漏れ資料	BEPAME		虫眼鏡			
筆兵無傾AdC広報処コメント	JO NIPPON MOL AUC, CALA! MI E AIL MO LETI CEP LETI ECKIJACIL LETI POLTO LETI LILATA LETI JEGIN GATU XADOSAMMA.		日本の皆様、こんにちは。アイル共和国文化省広報処の事務長、イェーギン・ガートゥ・シャードザンマーです。			
筆兵無傾AdC広報処コメント	JO KALETI NOLE MI ICEIT NIPPON CETKAIK LETI LATACET LETI PULEC PI KANTEIT TUDE LUKUP JO "筆兵無傾 {🚩advent kalendar}".		この度、日本机戦連盟より『筆兵無傾 Advent Calendar 2023』にコメントを寄せるよう依頼されました。			
筆兵無傾AdC広報処コメント	MI JO LATACET CENOCIT KA E XELIT TUDE MI CETLETI UNDE LETI KULANUCTA CET LETI ALWE.		これは我々の世界について取材した特集記事のイベントだとお聞きしています。			
筆兵無傾AdC広報処コメント	JO NIPPON DELU LIJUIT TUDE AIL AT MI CETLETI UNDE AT CILETI MO LETI ENJA MOL JO ECKIJACIL PI JO CILETI LILATA MI CET XACEIT JO AUCLETI KANTEIT TUDE KULANUCTA LETI LATA AT KANTEIT KIJE KULANUCTA LETI LATA.		アイル共和国、ひいてはファイクレオネとその文化を日本に届けることを使命の一つとする広報処の長として、記事を執筆してくださる方々、および読んでくださる方々のすべてに心よりの感謝を申し上げます。			
筆兵無傾AdC広報処コメント	NIPPON LATA KANTEIT TUDE KAPOTO LETI KULANUCTA PI MI JO KA TICOTIT KIJE MI CETLETI INIWI LETI EKIJACIL LETI KILPEL.		日本の方々から特集記事が組まれるほどにこちら側への関心が高まっていることに、我々の日々の活動の成果を感じております。			
筆兵無傾AdC広報処コメント	JO LAUNZA, MI LUKUPIT KALETI ALWE LETI CELA. JO KA LATA JO CUNENEK KACEIT PANLETI KULANUCTA. KA E PAC JO PANLETI CUNENEK PI E LUCUC JO TUWACAIT ECTENE lETI CUNENEK.		さて、聖人の記念日に向けて毎日一つずつ記事が発表されるという本イベントの形式ですが、			
筆兵無傾AdC広報処コメント	JO MI CETLETI UNDE XEKUMEL JO CUNENEK ICEIT PANLETI TUWACAIT LETI JULO JO MELE LETI LATA LETI ALWE MOL. KA E PAC JO PANLETI CUNENEK PI KA E LUCUC JO XEKUMEL LETI LEXICNEN. KA E "MACALO" PI KA E TUWACEIT XEKUMEL LETI CUL JO LEADIJO LETI PANLETI POLTO.		こちらの世界にも「マーサロ」という風習が存在します。これはレアディオという地方で見られる子どもの誕生日に向けて近所の人々が一日ずつお祝いの品を持ち回りで贈るというお祝いの方法なのですが、			
筆兵無傾AdC広報処コメント	MAKLETI XALE LETI MO MOL JO WAXEC LETI UNDE PI KA CET E PAC JO WAXEC LETI POLTO PI E TUDE JO WAXEC LETI LIME. MI CET XELIT KA PI CENE LIJUIT KIJE UNDE E WAXEC, PI NUWAXEC LETI JULO MOL JO MI CET AT CO CET LETI LIJU.		まったく独立して歩んできたはずの世界においてもこうして似た慣習があるということは、世界が違えども私たち人間に共通するものがあることを教えてくれます。			
筆兵無傾AdC広報処コメント	MI CET AT CO CET LETI MO E WAXEC PI E XALE, PI MI CET AT CO CET LIJUIT KIJE MAKLETI MO PI MI CET AT CO CET XELIT LETI UNDE DELU E TUDE JO PANKA, METICA.		私たちの文化は似ていて違っていますが、それらを知ることは、きっと私たちの目に映る世界をより素晴らしいものにしてくれるでしょう。			
筆兵無傾AdC広報処コメント	JO LUCUCLETI, MI TUWACAIT KA. "筆兵無傾 {🚩advent kalendar}" E TUDE JO PANKA PI MI CET AT CO CET LETI TUDEKILE E TUDE JO XEP, METICA.		最後に、『筆兵無傾 Advent Calendar 2023』の成功およびこれからの私たちの交流がますます盛んになっていくことをお祈りします。			
フォントテスト用パングラム	MUGAXIJU E BELPIC? MAK-MAK DOKTIT NUWAXECLETI "ZO". HATA, SETIJA!		ムガシユはゲームなのか？くりかえし同じ「ツォ」を打て。ハタよ、ゼティヤよ！			
discord会話	ICECLETI LATA LUC E KIN JO 1000000 LETI.		死者数は百万人にのぼった。			
筆兵無傾バランスゲームのカード	壊国人		国を壊す人			
筆兵無傾バランスゲームのカード	汝須無受斥之圧		あなたは排斥されてはならない			
筆兵無傾バランスゲームのカード	CEKOLATA		裏切者			
筆兵無傾バランスゲームのカード	DELU NIP E LATA LETI BILKANIT LETI!		人に追い払われる者となってはならない！			
筆兵無傾バランスゲームのカード	善官人		良き官僚			
筆兵無傾バランスゲームのカード	汝須斥壊国人		あなたは国を壊す人を排斥しなければならない			
筆兵無傾バランスゲームのカード	PANKALETI CEPLATA		良き官僚			
筆兵無傾バランスゲームのカード	DELU BILKANIT CEKOLATA!		裏切者を追い払わなければならない！			
プロパガンダかるた	PANKALETI MO, PANKALETI ICCO		良き文化、良き国家			
プロパガンダかるた	BEN LETI ANPE AT KECTENE MOL TAUPO		機械油の力と大学のあるタウポ			
プロパガンダかるた	MO CET MOL PI BUDU E PAN		文化は多様で未来は一つ			
プロパガンダかるた	CELENE KUNLANIT PECU PI CO E TUDE JO PEDU		{辣茸汁|ペースー}食いたきゃペドゥに行くべし			
プロパガンダかるた	XEP-OKIJAU LETI XEP KUKOL		シェㇷ゚・オキヤウの大経済			
プロパガンダかるた	ZIK MOLIPLETI AIL ELME		敵などいないアイル兵			
プロパガンダかるた	TAKAMEKU CECNUTIT LETI ATALAM MENIC		{天恵|タカメク}尽きぬアタラム島			
プロパガンダかるた	DOCNETOC MOL PI PULANICA MOL		酒もあるし{法衣|プラニサ}もある			
プロパガンダかるた	NANALA JUNALIKA E XUTZEN LETI MENA		ナナラの港は工業の友			
プロパガンダかるた	LEME E PALBIC PI NUKIL E PALBIC		線路が繋がり、心が繋がる			
プロパガンダかるた	KUWA AT ELME E ICCO E TUDE JO PANKALETI		筆兵無傾の理念は、国を善き方向へと導く			
プロパガンダかるた	JO ANA-LETI-LEKKA ICCO E PAC A		10月8日、国は始まる			
プロパガンダかるた	WAXECLETI MO E EXETEN JO AIKIT		異文化香るアイキㇳ島			
プロパガンダかるた	AIL LATA DOKTIT JUTATA PI E TATA		アイㇽの人は声を上げて喜ぶ			
